wala,wac,n0,k_term
80.0,3.994,33,1
80.0,4.038,41,0
80.0,3.569,53,0
79.0,3.91,25,1
80.0,3.565,28,0
79.0,3.954,49,0
69.0,2.833,166,0
71.0,3.435,40,0
67.0,2.496,60,0
68.0,2.839,152,0
66.0,2.438,44,0
67.0,2.884,134,0
65.0,2.404,64,0
66.0,2.856,102,0
64.0,2.404,82,0
65.0,2.889,100,1
63.0,2.335,88,0
64.0,2.861,107,0
62.0,2.364,52,0
63.0,2.871,129,1
61.0,2.364,52,0
62.0,2.848,114,0
60.0,2.33,47,1
61.0,2.851,131,0
61.0,3.383,31,0
61.0,3.823,30,0
59.0,2.319,29,0
59.0,2.846,66,1
58.0,2.323,32,0
59.0,2.882,93,0
58.0,3.446,32,0
57.0,2.27,55,0
57.0,2.858,66,1
58.0,3.406,38,0
56.0,2.314,57,0
57.0,2.897,80,0
56.0,3.416,35,0
56.0,3.849,26,0
55.0,2.283,29,0
56.0,2.905,54,0
81.0,3.943,25,0
81.0,4.32,37,0
79.0,3.452,27,0
80.0,3.875,35,0
81.0,3.581,51,0
81.0,4.907,35,0
81.0,4.92,25,0
81.0,4.909,29,0
80.0,4.375,58,2
81.0,4.55,41,0
81.0,4.125,25,0
82.0,3.302,32,0
81.0,4.962,158,0
81.0,4.55,43,0
73.0,3.399,31,0
80.0,4.033,31,0
79.0,4.047,27,0
79.0,4.038,28,1
79.0,3.991,38,1
78.0,4.015,39,1
78.0,4.016,40,0
78.0,4.056,29,0
77.0,4.035,29,1
77.0,4.061,27,0
81.0,4.365,185,0
119.0,4.458,32,0
192.0,4.905,43,0
117.0,3.865,32,0
80.0,4.043,124,1
80.0,4.353,83,1
79.0,4.005,256,3
81.0,4.352,38,0
158.0,3.931,27,1
79.0,3.996,69,1
102.0,3.412,27,0
97.0,3.97,31,0
79.0,4.6,28,0
74.0,3.461,41,0
74.0,3.556,30,0
74.0,3.513,38,1
75.0,3.899,26,0
76.0,3.653,33,0
76.0,3.63,32,0
76.0,3.635,44,0
76.0,3.598,25,0
78.0,3.943,27,1
77.0,3.906,28,0
77.0,3.543,50,1
77.0,3.711,56,0
79.0,3.916,45,4
79.0,3.923,29,0
79.0,3.946,32,0
80.0,3.934,27,0
81.0,3.967,32,1
81.0,3.913,26,0
80.0,3.876,71,0
80.0,3.875,40,1
80.0,3.838,29,1
80.0,3.829,36,0
79.0,4.125,56,0
81.0,3.995,27,0
81.0,3.91,71,0
79.0,3.888,54,0
80.0,3.851,61,0
78.0,3.885,35,0
79.0,3.885,31,0
79.0,3.93,35,0
68.0,2.562,78,2
66.0,2.918,35,0
65.0,2.402,34,0
79.0,3.43,34,0
75.0,4.75,29,0
71.0,3.977,31,1
81.0,4.076,27,0
80.0,4.014,37,0
80.0,3.983,32,0
81.0,3.934,38,0
81.0,4.345,36,0
80.0,4.005,28,0
80.0,3.902,39,0
80.0,3.986,41,1
80.0,4.053,29,0
80.0,4.121,31,1
80.0,3.954,87,1
80.0,4.383,32,0
81.0,4.458,26,0
81.0,4.352,44,0
80.0,3.924,39,0
80.0,3.919,27,0
79.0,3.998,44,0
79.0,4.021,36,1
80.0,3.959,46,0
80.0,4.492,32,0
79.0,3.51,50,2
79.0,3.617,51,0
79.0,3.957,43,0
79.0,3.918,61,1
78.0,3.966,26,2
79.0,4.087,39,0
81.0,3.8,28,0
81.0,4.25,57,0
82.0,4.5,47,1
81.0,3.8,46,0
80.0,3.8,31,0
80.0,3.875,33,0
80.0,4.25,46,0
80.0,3.5,26,1
79.0,3.5,28,1
80.0,4.114,28,0
80.0,4.052,26,0
79.0,4.002,25,1
79.0,4.03,28,0
79.0,3.971,50,1
79.0,3.995,42,1
79.0,3.968,48,0
79.0,3.914,25,0
78.0,4.0,25,0
78.0,3.966,39,1
78.0,3.986,45,0
78.0,3.975,49,0
78.0,3.947,30,1
78.0,3.963,40,0
78.0,3.954,55,0
78.0,3.9,28,0
81.0,4.55,36,0
81.0,3.3,42,0
80.0,3.875,30,0
80.0,4.375,32,1
80.0,3.495,30,0
80.0,3.125,25,0
78.0,3.552,31,1
79.0,4.137,28,0
80.0,4.049,53,0
80.0,4.506,34,0
79.0,4.144,40,0
60.0,2.821,32,1
60.0,3.298,28,0
78.0,3.865,27,1
78.0,3.824,34,0
78.0,3.806,33,0
78.0,3.835,26,0
78.0,3.827,38,0
77.0,3.837,30,1
78.0,3.94,30,1
80.0,4.497,30,1
79.0,4.062,29,0
79.0,4.02,36,0
79.0,3.903,31,0
79.0,3.864,37,0
79.0,3.953,37,0
79.0,3.881,28,0
79.0,3.499,52,0
77.0,3.407,34,0
78.0,3.89,35,0
76.0,3.89,25,0
79.0,3.562,73,0
80.0,3.932,116,0
79.0,3.896,82,1
79.0,3.907,44,0
79.0,3.947,64,1
79.0,3.987,53,0
79.0,4.356,46,2
79.0,4.409,28,2
78.0,3.946,142,2
79.0,3.935,79,1
80.0,3.959,52,0
79.0,4.02,46,0
79.0,3.994,42,0
78.0,4.425,62,1
82.0,4.474,25,0
78.0,3.937,91,0
78.0,3.892,25,1
78.0,3.991,36,0
78.0,3.971,30,0
78.0,4.389,41,1
78.0,3.899,34,0
77.0,3.921,43,1
77.0,3.9,34,1
77.0,3.984,37,0
77.0,4.351,32,1
79.0,3.75,25,0
80.0,4.899,30,0
80.0,4.375,37,0
79.0,4.45,36,0
79.0,3.75,50,1
79.0,3.875,55,0
79.0,4.496,29,1
79.0,4.4,32,0
79.0,4.45,31,1
79.0,3.935,26,0
78.0,3.893,33,0
77.0,3.85,31,0
78.0,3.941,72,1
78.0,3.833,54,1
77.0,3.917,53,0
77.0,3.886,43,0
77.0,3.983,44,0
78.0,3.876,53,0
78.0,4.396,46,2
78.0,4.358,36,0
78.0,4.362,25,0
78.0,3.865,81,0
78.0,3.881,84,3
78.0,3.87,85,1
78.0,3.851,70,0
78.0,3.927,128,0
78.0,3.912,205,1
78.0,3.909,136,3
78.0,3.856,46,1
78.0,3.899,47,0
78.0,3.893,56,0
78.0,3.872,76,0
78.0,3.878,51,0
78.0,4.371,25,0
79.0,3.838,28,0
78.0,3.884,29,0
78.0,3.888,99,0
78.0,3.906,36,0
78.0,3.84,34,0
78.0,3.919,52,1
78.0,3.884,40,1
78.0,3.931,26,0
78.0,3.922,61,0
78.0,3.918,55,2
78.0,3.914,31,1
78.0,3.903,50,1
78.0,3.874,79,0
78.0,3.933,46,0
78.0,3.874,37,1
78.0,3.931,77,0
78.0,3.841,66,0
78.0,3.926,71,0
79.0,3.508,36,0
79.0,4.008,27,0
79.0,4.01,29,0
79.0,3.978,44,0
79.0,3.883,66,1
78.0,3.861,93,0
78.0,3.939,37,0
78.0,3.946,94,0
78.0,3.877,82,0
79.0,3.905,45,0
78.0,3.935,61,2
79.0,4.356,31,1
79.0,3.876,25,0
79.0,3.881,51,0
79.0,3.886,97,0
79.0,3.872,99,1
79.0,3.897,112,0
79.0,3.855,101,1
79.0,3.507,108,1
76.0,3.489,26,0
76.0,3.437,26,1
78.0,4.14,58,0
78.0,4.017,30,0
78.0,4.146,60,0
77.0,4.197,46,0
78.0,4.158,42,0
77.0,3.989,29,0
77.0,4.044,31,0
76.0,4.303,43,0
74.0,4.063,32,0
73.0,3.931,31,0
72.0,4.01,41,1
71.0,3.894,32,0
70.0,3.52,45,1
70.0,3.912,28,0
69.0,3.481,61,0
68.0,3.416,73,0
66.0,2.987,46,1
80.0,3.949,25,0
79.0,3.932,34,0
80.0,4.373,25,0
79.0,3.572,27,0
79.0,4.042,33,0
79.0,3.981,30,0
79.0,3.942,30,0
79.0,3.885,26,0
78.0,4.038,37,0
79.0,3.92,29,0
78.0,4.03,36,0
78.0,3.986,32,0
77.0,3.924,35,0
77.0,3.88,29,0
80.0,3.483,33,0
78.0,3.504,37,0
77.0,3.524,27,0
77.0,3.54,42,1
75.0,3.662,31,0
77.0,3.399,29,0
79.0,3.99,30,3
34.0,6.122,27,0
34.0,6.63,40,1
34.0,6.645,26,2
79.0,3.939,28,0
79.0,3.953,74,0
79.0,3.943,73,1
80.0,3.907,52,0
79.0,4.37,30,0
79.0,4.339,29,0
80.0,4.291,41,0
79.0,3.946,30,0
79.0,3.945,55,1
79.0,3.995,41,0
78.0,3.893,66,0
79.0,3.863,55,0
78.0,4.409,35,1
79.0,4.506,35,0
78.0,4.364,30,0
77.0,4.375,37,0
77.0,3.928,39,0
77.0,3.91,26,0
60.0,3.347,30,0
60.0,3.312,34,0
60.0,3.324,28,0
79.0,3.901,47,0
78.0,3.905,223,2
169.0,3.877,28,0
79.0,3.915,69,0
79.0,4.655,30,1
80.0,4.591,26,0
78.0,5.041,26,0
78.0,3.367,26,0
77.0,3.866,39,0
76.0,3.875,31,0
71.0,3.306,32,0
71.0,3.422,57,0
71.0,3.759,27,0
70.0,3.069,106,1
70.0,3.293,47,0
69.0,2.988,43,0
69.0,3.063,74,0
80.0,3.434,40,0
82.0,3.476,82,2
77.0,3.982,26,0
77.0,3.636,106,0
77.0,4.064,60,0
77.0,4.483,27,0
77.0,3.864,36,0
77.0,3.835,28,0
77.0,3.872,29,1
77.0,3.829,56,0
77.0,3.899,80,0
77.0,4.331,46,0
77.0,4.308,29,0
77.0,3.965,29,0
77.0,3.849,25,0
71.0,3.306,61,0
70.0,3.327,36,0
68.0,2.831,80,0
68.0,2.897,25,0
68.0,2.82,34,0
68.0,2.837,32,0
67.0,2.81,29,0
67.0,2.779,39,1
67.0,2.806,45,0
77.0,3.512,50,0
78.0,3.633,30,0
78.0,4.471,29,0
78.0,4.47,31,0
78.0,4.449,34,0
78.0,4.458,29,0
78.0,4.475,34,0
79.0,3.285,27,0
78.0,3.0,36,0
78.0,4.447,26,0
78.0,4.452,26,0
78.0,4.447,49,0
78.0,4.453,26,0
77.0,3.75,38,0
77.0,4.438,40,0
79.0,3.875,37,0
79.0,3.5,64,0
78.0,3.5,45,0
79.0,3.875,25,0
78.0,4.125,37,0
78.0,3.5,74,0
77.0,3.5,54,1
77.0,4.125,50,0
77.0,3.5,43,0
76.0,4.0,49,1
79.0,4.384,56,0
78.0,4.145,52,0
78.0,4.387,44,1
78.0,4.394,29,0
77.0,4.23,63,0
76.0,4.25,49,0
79.0,3.527,25,1
78.0,3.816,28,0
77.0,3.809,49,0
77.0,3.883,25,0
77.0,3.913,34,0
77.0,3.91,28,0
77.0,3.951,36,0
77.0,3.913,25,2
78.0,3.888,30,0
78.0,3.92,25,0
77.0,3.99,35,0
77.0,4.01,27,0
77.0,3.947,44,0
77.0,3.961,52,0
77.0,3.954,50,0
77.0,3.893,35,0
77.0,3.944,27,0
77.0,3.883,51,2
77.0,3.882,62,0
77.0,3.911,52,0
77.0,3.923,27,1
77.0,3.871,26,0
77.0,3.903,34,0
76.0,3.537,37,0
76.0,3.529,31,1
76.0,3.489,83,0
76.0,3.52,43,1
76.0,3.52,38,1
76.0,3.497,48,0
76.0,3.958,25,1
76.0,3.912,30,0
76.0,3.967,26,0
76.0,3.541,26,0
76.0,3.453,61,2
76.0,3.495,29,0
76.0,3.921,25,0
76.0,3.901,28,0
76.0,3.908,32,0
77.0,3.88,54,0
77.0,3.877,261,1
99.0,3.392,41,0
100.0,3.922,48,0
130.0,3.954,30,0
113.0,3.896,27,0
76.0,3.903,75,0
76.0,3.916,181,0
100.0,3.397,97,0
98.0,3.969,96,0
127.0,3.922,54,0
94.0,4.405,63,0
77.0,3.936,105,1
77.0,3.92,65,0
77.0,3.968,25,0
77.0,4.351,44,1
76.0,3.919,64,0
76.0,3.919,53,2
76.0,3.921,32,0
76.0,3.908,44,0
76.0,4.381,39,0
76.0,3.92,79,1
77.0,3.909,59,1
76.0,3.898,35,1
77.0,3.994,38,0
77.0,4.36,47,0
75.0,3.477,40,0
75.0,3.463,42,0
75.0,3.924,48,0
75.0,3.914,32,0
75.0,4.35,27,0
71.0,3.659,38,0
75.0,3.851,36,0
75.0,3.812,29,0
75.0,3.475,74,0
75.0,3.472,39,0
75.0,3.478,29,1
76.0,3.909,84,0
76.0,3.856,76,1
76.0,3.872,68,0
76.0,3.866,50,0
76.0,3.872,48,0
76.0,3.877,46,1
76.0,3.883,88,0
76.0,3.842,116,0
76.0,3.488,45,0
76.0,3.473,56,1
76.0,3.487,66,0
76.0,3.475,90,1
76.0,3.481,138,2
76.0,3.501,89,2
76.0,3.912,73,0
76.0,3.505,40,2
76.0,3.491,90,0
76.0,3.522,49,0
76.0,3.896,25,0
76.0,3.928,54,0
76.0,3.513,35,0
76.0,3.9,35,0
76.0,3.535,52,0
76.0,3.494,26,0
77.0,3.519,28,1
76.0,3.501,168,0
76.0,3.889,26,0
77.0,4.04,32,0
76.0,3.878,29,0
76.0,3.506,104,2
77.0,3.505,67,1
77.0,3.961,105,0
76.0,3.493,28,0
76.0,3.851,25,0
76.0,3.904,34,0
76.0,3.848,25,0
76.0,3.507,33,0
77.0,3.483,25,0
77.0,3.518,32,1
77.0,3.496,36,0
76.0,3.848,43,0
77.0,3.871,63,0
76.0,3.859,29,0
77.0,3.468,61,1
77.0,3.886,40,0
77.0,3.892,42,0
77.0,3.886,28,0
77.0,3.85,51,0
77.0,3.892,47,0
77.0,3.932,54,0
77.0,3.928,38,0
77.0,3.888,27,0
77.0,3.875,47,0
77.0,3.86,38,0
77.0,3.869,71,0
77.0,3.9,59,0
77.0,3.503,52,0
77.0,3.893,38,0
77.0,3.896,61,0
77.0,3.879,89,0
77.0,3.913,63,1
77.0,3.929,29,0
77.0,3.87,26,0
77.0,4.343,26,0
77.0,3.861,29,1
77.0,3.834,26,0
77.0,3.848,48,1
77.0,3.856,34,0
77.0,3.867,50,0
77.0,3.887,61,0
77.0,3.946,37,0
77.0,3.906,40,0
77.0,3.905,43,0
77.0,3.874,55,0
77.0,4.343,28,0
78.0,3.897,44,3
77.0,3.9,58,0
74.0,4.25,37,0
75.0,4.25,40,0
76.0,4.25,40,0
76.0,4.25,32,0
76.0,4.25,26,0
77.0,4.25,29,0
77.0,4.256,45,0
77.0,4.266,27,0
78.0,3.89,33,1
76.0,4.105,25,0
76.0,4.133,33,0
76.0,3.585,26,0
75.0,3.454,52,1
75.0,3.471,65,0
75.0,3.624,55,0
75.0,4.102,31,0
74.0,3.112,146,1
75.0,4.569,29,0
78.0,4.026,44,0
78.0,4.484,35,0
75.0,4.078,37,0
75.0,3.529,29,1
75.0,3.538,31,0
75.0,3.792,28,0
70.0,3.453,29,0
77.0,3.505,31,0
76.0,3.532,26,0
75.0,3.559,26,1
75.0,3.548,50,0
75.0,3.549,52,0
75.0,3.566,48,0
68.0,3.014,27,0
67.0,3.005,26,0
68.0,3.028,26,0
66.0,3.003,28,0
77.0,4.634,25,0
75.0,4.303,67,0
75.0,4.007,55,0
74.0,3.876,60,1
74.0,4.072,25,0
74.0,4.377,36,2
73.0,3.811,47,1
72.0,3.962,55,1
73.0,4.382,29,0
72.0,3.378,44,0
71.0,3.519,67,0
72.0,3.931,28,0
70.0,3.257,54,1
70.0,3.499,111,0
71.0,3.313,65,1
69.0,3.074,37,0
70.0,3.252,66,0
70.0,3.305,73,0
69.0,3.403,89,0
70.0,3.453,43,0
69.0,3.022,44,1
68.0,3.018,80,0
69.0,3.321,46,1
69.0,3.25,78,0
69.0,3.326,54,0
69.0,3.332,51,0
69.0,3.245,54,1
68.0,3.007,92,0
68.0,3.128,123,0
68.0,3.25,74,0
68.0,3.25,61,0
68.0,3.276,72,0
67.0,3.003,38,0
67.0,3.214,174,2
67.0,3.238,60,0
67.0,3.094,72,1
68.0,3.313,26,0
65.0,2.902,62,1
66.0,3.003,61,0
66.0,3.224,61,0
66.0,3.198,115,0
66.0,3.203,130,1
65.0,2.854,64,0
65.0,2.922,57,0
65.0,3.104,129,0
65.0,3.111,69,1
66.0,3.252,46,0
64.0,2.861,45,0
64.0,2.863,68,0
64.0,3.09,180,1
63.0,2.895,109,0
63.0,3.25,53,0
63.0,3.108,66,2
63.0,3.121,83,0
62.0,2.973,101,1
61.0,3.007,34,1
63.0,3.116,81,0
61.0,3.288,70,0
77.0,3.917,25,0
78.0,3.997,45,0
78.0,3.508,31,0
78.0,3.46,100,1
78.0,3.448,31,0
77.0,4.365,34,0
77.0,4.311,30,0
76.0,3.889,26,1
60.0,3.285,52,0
74.0,3.374,25,0
72.0,3.077,40,0
71.0,3.316,31,0
75.0,3.451,39,1
75.0,3.453,34,1
240.0,6.439,26,0
203.0,5.453,38,0
245.0,5.974,30,0
74.0,3.858,34,0
74.0,3.858,49,0
77.0,3.988,26,0
77.0,3.888,25,0
77.0,3.569,44,0
76.0,3.945,38,0
76.0,3.562,28,0
76.0,3.982,28,0
76.0,3.595,26,1
76.0,3.572,33,0
76.0,3.576,28,0
75.0,3.569,38,0
75.0,3.55,33,0
76.0,3.565,27,0
75.0,3.567,29,0
75.0,3.579,30,0
76.0,3.986,36,0
75.0,3.55,38,0
75.0,3.569,28,1
75.0,3.576,50,0
75.0,3.553,55,0
75.0,3.444,25,0
75.0,3.96,30,0
77.0,4.42,48,0
78.0,4.446,45,1
77.0,4.459,46,0
77.0,4.444,41,0
77.0,4.391,41,0
77.0,4.433,28,0
77.0,4.433,29,1
77.0,4.417,33,0
77.0,4.442,43,0
77.0,3.75,52,0
76.0,4.404,48,0
77.0,4.418,59,0
77.0,4.412,65,0
77.0,4.428,54,0
77.0,4.397,37,0
76.0,3.75,36,0
76.0,3.25,33,0
78.0,5.125,25,0
76.0,3.54,33,0
75.0,3.816,25,0
76.0,3.544,50,0
75.0,3.484,44,0
75.0,3.475,43,1
75.0,3.909,26,0
76.0,3.445,42,2
76.0,3.499,44,2
76.0,3.478,40,0
76.0,3.489,55,1
76.0,3.443,27,0
76.0,3.466,53,1
76.0,3.553,52,0
76.0,3.879,28,0
76.0,3.871,33,0
75.0,3.895,31,0
75.0,3.87,54,1
76.0,3.502,60,0
76.0,3.493,43,0
76.0,3.491,41,0
75.0,3.869,27,0
76.0,3.889,32,2
76.0,3.866,27,0
75.0,3.459,51,0
75.0,3.467,37,0
76.0,3.881,58,0
75.0,3.838,29,0
76.0,3.537,219,0
75.0,3.483,55,1
75.0,3.465,31,1
75.0,3.483,92,1
75.0,3.475,75,1
75.0,3.897,53,0
75.0,3.895,54,0
75.0,3.478,57,1
75.0,3.441,42,1
75.0,3.511,35,0
75.0,3.481,121,0
75.0,3.563,34,0
75.0,3.504,32,0
76.0,4.415,58,1
76.0,4.379,37,1
75.0,3.926,57,1
75.0,3.491,52,1
75.0,3.52,81,4
75.0,3.458,42,0
75.0,3.473,96,0
75.0,3.458,73,0
75.0,3.478,226,4
75.0,3.86,36,0
75.0,3.519,30,1
75.0,3.913,46,1
75.0,3.821,26,0
75.0,3.827,57,0
75.0,3.864,69,0
75.0,3.842,38,0
75.0,3.831,83,2
75.0,3.861,26,0
75.0,3.822,25,0
75.0,3.508,35,0
74.0,3.503,33,0
75.0,3.473,56,0
75.0,3.831,51,0
75.0,3.863,41,1
75.0,3.85,43,1
75.0,3.842,42,0
75.0,3.845,37,0
75.0,3.837,62,1
75.0,3.819,25,1
75.0,3.808,41,1
75.0,3.841,43,0
75.0,3.877,43,0
75.0,3.832,45,0
75.0,3.75,30,0
75.0,4.25,25,0
72.0,3.75,49,0
71.0,3.752,83,0
71.0,3.25,26,0
70.0,3.75,74,0
69.0,3.75,53,0
72.0,3.489,33,0
72.0,3.458,82,0
71.0,3.475,40,0
71.0,3.445,63,0
72.0,3.47,67,1
71.0,3.435,68,0
70.0,2.963,55,1
70.0,2.957,58,1
70.0,2.931,61,0
70.0,3.423,46,2
70.0,3.481,62,2
70.0,3.447,81,2
70.0,3.448,72,1
69.0,2.953,32,0
69.0,3.444,48,1
69.0,3.515,59,0
69.0,3.496,53,1
69.0,3.51,60,1
68.0,2.927,32,0
68.0,2.94,71,0
68.0,2.921,76,2
68.0,2.905,84,1
68.0,2.945,83,0
68.0,2.915,88,0
68.0,2.994,33,0
68.0,3.464,30,0
68.0,3.474,45,0
68.0,3.492,57,0
68.0,3.473,56,0
68.0,3.461,48,0
67.0,2.95,36,0
67.0,2.923,37,0
67.0,2.925,79,1
67.0,2.949,117,1
67.0,2.907,126,0
67.0,2.916,116,0
67.0,2.922,108,0
67.0,2.931,87,0
67.0,2.932,92,0
67.0,2.961,27,0
67.0,2.946,319,4
67.0,3.394,34,0
67.0,3.357,47,0
67.0,3.349,58,1
67.0,3.343,51,0
67.0,3.361,52,0
67.0,3.343,278,0
66.0,2.99,50,0
66.0,2.915,87,0
66.0,2.955,91,1
66.0,2.955,83,0
66.0,2.927,124,2
66.0,2.936,81,0
66.0,2.97,116,0
66.0,2.972,265,1
66.0,2.967,247,2
66.0,3.318,31,0
66.0,3.325,41,0
66.0,3.386,31,0
67.0,3.334,28,1
66.0,3.345,35,0
66.0,3.291,34,0
66.0,3.347,162,1
66.0,2.923,33,0
65.0,2.957,45,0
66.0,2.938,35,0
65.0,2.932,38,0
65.0,2.972,49,1
71.0,3.348,34,0
71.0,3.364,25,0
71.0,2.873,29,0
146.0,4.486,31,1
75.0,3.896,47,0
75.0,3.944,119,0
66.0,2.784,25,0
65.0,2.754,33,0
65.0,2.763,47,0
73.0,3.619,30,0
73.0,3.687,36,1
76.0,3.832,25,0
75.0,3.877,26,0
74.0,3.853,26,0
77.0,3.522,49,1
77.0,3.558,44,0
77.0,3.554,34,0
77.0,3.558,43,0
77.0,3.525,41,0
77.0,3.552,45,2
76.0,3.854,32,0
76.0,3.937,29,0
75.0,3.896,29,0
76.0,3.632,48,0
76.0,4.957,33,0
76.0,3.626,64,0
76.0,3.597,46,0
76.0,3.579,53,2
76.0,3.592,51,0
76.0,3.635,25,0
76.0,3.708,30,0
75.0,3.585,29,0
75.0,4.889,27,0
74.0,3.597,30,0
74.0,3.557,41,1
74.0,4.826,31,0
73.0,3.544,41,0
73.0,4.778,34,0
73.0,3.555,57,0
73.0,3.442,26,0
72.0,3.525,29,0
72.0,3.558,31,0
72.0,3.611,75,0
72.0,3.485,32,1
72.0,4.75,26,0
71.0,3.569,38,0
72.0,3.488,26,0
71.0,3.664,26,0
73.0,3.57,42,0
73.0,3.636,35,0
73.0,3.566,31,0
73.0,3.453,30,1
73.0,3.589,30,0
73.0,3.821,30,0
72.0,3.573,77,2
72.0,3.631,52,1
72.0,3.582,64,0
72.0,3.608,62,1
72.0,3.571,51,0
72.0,3.61,44,1
72.0,3.619,33,0
71.0,3.04,32,0
71.0,3.022,29,0
71.0,3.049,56,0
71.0,3.02,25,0
71.0,3.007,55,0
72.0,3.016,33,0
71.0,3.61,34,0
71.0,3.642,31,0
71.0,3.61,31,0
71.0,3.575,41,0
71.0,4.108,37,0
71.0,3.636,70,2
71.0,3.549,34,0
75.0,3.526,59,0
75.0,3.474,67,1
69.0,2.91,90,0
69.0,2.873,46,0
76.0,3.43,32,0
75.0,4.291,39,0
74.0,3.126,125,1
74.0,3.697,31,0
66.0,2.878,29,0
66.0,2.875,42,0
76.0,4.638,44,0
75.0,3.54,38,0
75.0,3.533,34,1
75.0,3.542,58,0
75.0,3.522,88,1
75.0,3.521,99,0
75.0,3.511,28,0
75.0,3.654,47,0
75.0,4.012,35,0
74.0,3.546,28,0
73.0,3.567,29,0
73.0,3.586,57,0
73.0,3.547,49,1
73.0,3.563,58,0
73.0,3.593,25,0
73.0,3.612,40,0
72.0,3.553,25,0
72.0,3.538,35,0
75.0,3.515,97,0
75.0,3.956,77,1
75.0,3.971,35,0
75.0,4.336,33,0
73.0,3.572,39,1
73.0,4.044,40,1
73.0,3.335,34,0
70.0,3.302,31,0
70.0,2.903,30,0
73.0,3.528,25,0
73.0,3.52,25,0
70.0,2.962,32,0
71.0,3.009,27,0
71.0,2.92,28,0
71.0,2.958,27,0
76.0,4.376,36,0
76.0,4.365,37,1
76.0,4.358,43,1
76.0,4.376,54,1
76.0,4.379,38,0
76.0,3.75,27,0
75.0,3.986,153,0
75.0,4.296,39,0
75.0,4.301,46,0
75.0,4.28,38,0
75.0,4.295,43,0
75.0,4.278,27,0
74.0,3.984,28,0
75.0,4.284,30,0
72.0,3.393,26,0
75.0,3.86,26,0
76.0,4.352,25,0
76.0,4.401,26,0
75.0,3.46,30,1
75.0,3.958,45,1
75.0,3.929,26,0
75.0,4.506,25,1
75.0,3.831,30,0
74.0,3.615,27,0
75.0,3.461,25,0
66.0,3.276,71,0
66.0,3.288,70,1
66.0,3.323,47,0
74.0,4.026,34,0
73.0,3.126,69,0
73.0,3.479,25,0
75.0,3.835,35,0
75.0,3.432,57,0
75.0,3.49,44,0
74.0,3.448,36,0
75.0,3.815,28,0
75.0,3.87,33,2
75.0,3.46,41,0
75.0,3.483,36,0
75.0,3.875,36,0
74.0,3.481,78,0
74.0,3.53,100,1
74.0,3.508,49,0
74.0,3.496,64,0
74.0,3.934,26,0
74.0,3.431,42,0
75.0,3.557,49,0
74.0,3.49,28,0
74.0,3.492,47,0
74.0,3.48,26,0
74.0,3.499,73,0
74.0,4.424,30,1
74.0,3.418,26,1
74.0,3.496,44,0
74.0,3.426,28,0
74.0,3.456,27,0
74.0,3.923,25,0
74.0,3.41,48,1
70.0,2.887,37,0
70.0,2.952,44,1
77.0,3.5,33,0
76.0,3.8,36,0
77.0,4.375,25,0
76.0,4.125,51,0
75.0,3.8,46,0
75.0,4.125,29,0
74.0,3.875,39,1
74.0,3.8,36,0
73.0,4.0,26,0
74.0,3.875,27,1
73.0,3.5,45,0
76.0,3.496,25,0
76.0,3.479,46,0
76.0,3.199,41,0
76.0,3.557,156,2
72.0,3.375,37,1
77.0,3.008,47,1
81.0,3.447,63,1
79.0,3.433,26,0
83.0,3.852,42,0
73.0,3.399,25,0
73.0,2.916,109,0
73.0,2.473,26,1
76.0,2.875,26,1
69.0,3.003,28,0
219.0,6.471,33,0
71.0,3.579,34,0
71.0,3.489,29,0
72.0,3.536,31,0
72.0,3.504,25,1
73.0,3.636,31,0
72.0,3.485,25,0
71.0,3.39,25,0
75.0,4.597,46,0
74.0,4.575,27,0
73.0,3.608,25,0
73.0,3.56,40,1
74.0,3.625,36,0
74.0,3.946,26,0
74.0,3.968,27,0
74.0,3.945,34,0
74.0,3.907,25,0
75.0,4.258,28,0
74.0,4.259,29,0
74.0,3.625,33,0
74.0,3.915,33,0
74.0,3.906,33,0
74.0,3.917,30,2
74.0,4.286,25,0
65.0,2.765,43,1
72.0,2.972,38,0
72.0,2.918,33,0
72.0,2.962,37,0
71.0,2.951,44,1
71.0,2.875,29,0
70.0,2.844,35,0
73.0,3.462,35,0
73.0,3.53,27,0
75.0,3.573,30,0
74.0,3.827,37,1
74.0,4.466,42,0
75.0,3.917,35,1
74.0,3.877,46,0
74.0,3.538,53,0
74.0,3.976,46,0
74.0,3.552,44,1
72.0,3.454,27,0
72.0,3.868,37,0
72.0,2.998,93,1
72.0,3.032,36,0
71.0,3.546,32,0
71.0,3.512,43,0
71.0,3.502,36,0
71.0,3.448,57,0
71.0,3.478,29,0
72.0,2.954,89,0
71.0,3.42,29,0
72.0,3.041,32,0
71.0,2.998,34,0
73.0,3.563,36,0
74.0,3.902,27,0
73.0,3.038,40,0
73.0,3.476,28,0
73.0,3.524,71,0
73.0,3.542,32,0
72.0,2.981,30,0
72.0,3.459,36,0
72.0,3.061,45,0
74.0,3.495,37,0
74.0,3.484,35,1
74.0,3.518,106,0
73.0,3.528,63,0
74.0,3.923,26,0
74.0,3.424,26,0
73.0,3.921,25,0
73.0,3.496,58,1
73.0,3.48,27,0
73.0,3.515,25,0
74.0,3.902,58,0
74.0,3.944,37,0
74.0,3.966,91,1
116.0,3.948,31,0
70.0,3.04,36,0
70.0,3.134,54,1
70.0,2.68,27,0
71.0,3.605,41,1
71.0,3.658,33,1
71.0,3.698,26,0
71.0,3.638,30,0
71.0,3.916,58,1
