wala,wac,n0,k_term
29.0,7.066,26,0
28.0,6.148,84,1
29.0,7.155,25,0
29.0,7.175,102,0
29.0,7.619,31,0
29.0,6.723,74,0
34.0,7.507,36,2
35.0,6.0,33,0
33.0,7.547,40,1
35.0,6.931,32,1
35.0,7.361,32,2
27.0,5.588,29,0
27.0,6.098,35,0
27.0,6.606,34,0
26.0,6.095,33,1
26.0,6.589,28,0
26.0,6.603,31,0
33.0,6.559,32,0
33.0,6.578,26,1
33.0,6.565,34,0
33.0,7.044,31,1
33.0,7.049,28,1
31.0,8.044,35,2
30.0,7.959,28,2
29.0,7.905,40,0
28.0,7.877,51,0
27.0,7.893,34,2
26.0,7.831,31,0
32.0,7.392,27,2
35.0,5.4,39,0
35.0,5.404,43,0
35.0,6.92,39,2
34.0,7.372,46,0
33.0,6.125,32,0
33.0,7.469,54,2
33.0,6.485,25,1
34.0,5.75,47,0
34.0,5.875,31,0
34.0,6.0,87,0
34.0,6.5,147,0
31.0,7.037,29,0
32.0,7.223,30,3
32.0,7.164,31,4
32.0,7.204,51,2
32.0,7.173,30,2
32.0,7.215,67,4
32.0,7.195,28,0
32.0,6.662,40,0
25.0,6.587,39,0
24.0,6.557,64,0
24.0,7.018,31,1
24.0,6.574,25,0
31.0,6.0,88,1
32.0,6.0,154,1
31.0,7.25,25,0
31.0,6.004,64,0
31.0,6.0,127,1
30.0,6.362,155,2
29.0,6.784,97,2
30.0,6.0,25,0
28.0,6.849,37,0
28.0,6.431,26,1
27.0,6.0,77,2
32.0,7.03,37,0
32.0,6.059,31,0
32.0,6.61,25,0
32.0,6.575,31,1
31.0,7.074,32,0
32.0,7.151,27,0
32.0,7.189,31,2
32.0,7.144,28,2
32.0,7.101,30,2
32.0,7.188,26,0
32.0,7.078,26,1
32.0,7.165,33,2
32.0,7.17,25,0
32.0,6.62,30,0
32.0,7.15,33,1
32.0,6.658,36,1
32.0,6.663,33,1
32.0,7.15,26,0
31.0,7.064,31,3
30.0,7.557,44,0
30.0,7.054,36,0
30.0,7.042,27,3
32.0,7.5,25,1
32.0,7.043,54,1
32.0,7.0,36,1
31.0,7.25,25,0
32.0,6.375,81,0
32.0,6.479,86,0
31.0,6.906,35,4
31.0,6.903,119,6
31.0,7.565,56,2
31.0,7.879,38,0
31.0,7.333,35,0
31.0,7.33,29,2
30.0,7.25,32,0
31.0,6.375,50,0
32.0,6.69,33,0
31.0,7.575,28,1
29.0,7.62,32,1
29.0,7.548,28,2
29.0,6.998,32,0
29.0,7.02,30,2
29.0,7.038,36,1
29.0,6.542,30,1
29.0,6.51,40,2
29.0,6.548,32,2
33.0,7.695,75,7
32.0,7.572,83,2
32.0,7.835,26,0
32.0,7.846,51,0
32.0,7.861,42,3
31.0,7.634,32,3
31.0,8.055,61,0
31.0,8.105,56,2
30.0,8.128,25,0
30.0,8.077,63,0
30.0,8.082,56,3
29.0,7.53,34,1
29.0,8.127,27,0
30.0,7.061,37,0
30.0,6.612,31,0
30.0,7.565,38,0
30.0,6.949,31,1
30.0,7.568,37,1
30.0,7.561,25,1
30.0,7.61,25,1
30.0,7.136,39,1
30.0,7.119,25,1
30.0,7.14,38,1
30.0,7.165,46,5
30.0,7.154,27,1
30.0,7.089,27,2
31.0,6.665,29,1
30.0,6.666,41,1
30.0,6.651,30,1
30.0,6.691,37,1
30.0,6.659,41,0
30.0,7.077,28,0
30.0,6.658,26,0
29.0,7.514,27,1
30.0,7.092,45,1
29.0,6.081,30,0
29.0,6.63,27,1
30.0,7.587,40,0
30.0,7.556,32,1
29.0,7.062,26,0
29.0,6.626,25,0
29.0,6.113,52,1
29.0,6.67,86,0
29.0,6.633,44,0
29.0,7.58,25,2
29.0,5.61,27,1
29.0,5.992,27,0
29.0,6.508,30,1
29.0,6.635,36,1
29.0,6.65,37,0
29.0,6.666,36,0
29.0,6.686,32,3
29.0,7.002,65,3
29.0,7.088,31,0
29.0,7.083,30,0
29.0,7.07,28,1
30.0,7.092,25,0
29.0,7.527,58,0
29.0,7.56,34,1
29.0,7.566,52,0
29.0,7.542,36,1
29.0,5.574,27,0
32.0,6.875,35,0
32.0,7.0,36,0
31.0,7.0,31,1
31.0,7.0,44,0
33.0,6.469,101,0
32.0,6.401,36,0
33.0,6.483,198,2
32.0,6.452,70,3
32.0,6.998,41,1
32.0,6.962,42,0
32.0,6.895,55,3
32.0,6.975,43,0
32.0,6.944,58,3
32.0,6.862,26,0
31.0,6.975,34,0
31.0,6.916,37,1
31.0,7.007,49,0
31.0,6.917,67,0
31.0,6.92,80,0
31.0,6.983,29,0
31.0,7.021,51,2
31.0,6.993,55,1
32.0,7.029,49,2
32.0,7.018,33,1
31.0,7.382,30,0
31.0,7.37,30,0
31.0,6.75,28,0
32.0,6.75,28,1
31.0,6.476,56,1
31.0,6.435,35,0
31.0,6.493,37,0
32.0,6.516,28,1
31.0,6.8,41,0
30.0,7.465,25,1
30.0,7.487,28,0
30.0,7.454,46,0
30.0,7.446,30,1
30.0,7.421,27,0
31.0,7.769,26,0
30.0,7.756,41,1
31.0,7.76,25,0
30.0,7.036,25,0
30.0,7.518,42,0
30.0,7.626,32,4
30.0,7.415,36,2
34.0,7.466,25,1
34.0,6.897,26,0
34.0,5.453,34,1
34.0,7.458,29,0
34.0,7.428,54,1
32.0,7.517,65,1
33.0,6.898,27,1
34.0,5.532,32,0
33.0,5.86,54,2
33.0,7.435,26,0
33.0,5.5,36,1
34.0,5.75,40,0
33.0,5.875,27,0
34.0,6.0,48,1
33.0,6.125,41,0
34.0,6.5,120,0
32.0,7.608,32,2
32.0,5.944,26,0
30.0,7.041,26,1
31.0,6.933,27,0
28.0,6.707,34,1
29.0,6.993,43,1
29.0,5.972,30,0
29.0,6.153,35,1
29.0,6.15,39,0
29.0,6.115,39,0
29.0,6.1,43,1
29.0,6.1,52,0
29.0,6.138,56,1
29.0,5.643,29,1
29.0,5.615,39,0
28.0,6.635,61,2
29.0,6.664,50,1
29.0,6.666,38,0
29.0,6.636,42,1
29.0,6.643,53,5
29.0,6.625,45,1
29.0,6.668,46,3
29.0,6.661,45,2
29.0,6.672,31,0
29.0,6.616,27,2
29.0,6.673,42,1
29.0,6.486,37,0
29.0,6.173,29,0
28.0,6.137,37,0
28.0,6.085,27,1
28.0,6.104,28,0
28.0,6.621,30,0
28.0,6.519,47,1
28.0,6.174,27,1
28.0,6.176,32,1
28.0,5.684,27,0
28.0,6.624,27,0
28.0,6.621,40,0
28.0,6.179,37,0
29.0,6.657,32,0
28.0,5.721,28,2
28.0,5.696,30,0
28.0,6.177,45,0
28.0,6.177,29,1
28.0,6.176,40,1
28.0,6.153,31,0
28.0,7.487,30,1
28.0,6.965,32,0
29.0,7.063,34,1
28.0,7.062,26,1
28.0,6.626,35,0
28.0,6.671,27,1
28.0,6.517,37,1
28.0,6.624,50,0
28.0,6.668,28,1
28.0,6.687,25,1
28.0,6.165,47,0
28.0,5.971,32,1
28.0,6.169,34,0
28.0,6.157,58,0
28.0,6.172,31,0
28.0,6.605,40,0
28.0,6.159,29,1
27.0,5.664,38,0
28.0,5.66,54,0
28.0,5.678,25,1
27.0,6.164,33,0
28.0,6.183,41,2
27.0,6.18,47,0
28.0,6.554,32,1
28.0,6.656,26,0
28.0,6.629,29,1
29.0,6.079,33,0
33.0,6.125,31,0
32.0,6.5,26,0
33.0,5.965,84,1
33.0,6.977,43,3
33.0,5.5,25,0
33.0,5.75,37,0
33.0,5.875,26,0
34.0,6.0,25,1
33.0,6.125,30,0
32.0,6.375,27,0
33.0,6.5,27,0
32.0,6.75,26,0
33.0,7.457,28,0
32.0,6.5,28,0
31.0,7.605,47,0
31.0,7.901,26,1
32.0,5.967,50,0
32.0,6.463,57,0
32.0,7.027,25,1
31.0,6.35,50,1
30.0,6.35,25,1
30.0,6.35,28,0
29.0,6.35,41,0
32.0,7.539,29,1
29.0,7.124,25,0
29.0,7.186,26,0
28.0,6.127,31,0
28.0,6.637,33,1
27.0,6.588,28,0
27.0,5.651,39,1
27.0,5.651,28,0
27.0,5.702,31,0
27.0,6.164,56,2
27.0,6.52,38,0
27.0,6.163,47,1
28.0,7.016,26,0
27.0,5.629,28,1
27.0,6.653,27,4
27.0,6.678,44,2
27.0,6.629,47,0
27.0,6.184,32,1
27.0,6.662,29,0
27.0,6.147,68,0
27.0,5.646,42,0
27.0,7.027,27,0
27.0,6.504,70,0
28.0,6.631,32,0
28.0,6.637,64,4
27.0,6.669,39,1
27.0,6.142,58,2
27.0,5.63,44,0
27.0,5.66,29,0
27.0,6.056,38,0
27.0,6.152,97,0
27.0,6.145,58,0
27.0,6.078,29,2
28.0,6.153,55,2
27.0,5.528,25,0
27.0,5.658,28,0
27.0,6.072,67,0
27.0,6.139,65,0
27.0,6.603,25,0
27.0,6.48,34,0
27.0,6.497,42,0
27.0,6.645,31,0
27.0,6.636,44,0
27.0,6.995,35,1
27.0,6.036,28,1
27.0,6.139,55,0
27.0,6.159,33,0
27.0,6.131,51,0
26.0,6.143,45,1
26.0,6.162,34,1
27.0,6.155,72,1
27.0,6.169,42,3
27.0,6.157,37,0
27.0,6.19,32,0
27.0,6.144,47,2
27.0,6.139,35,1
26.0,6.154,33,0
27.0,5.659,62,0
27.0,5.653,57,2
26.0,5.661,73,0
26.0,5.666,52,0
27.0,5.675,29,1
27.0,6.67,44,0
26.0,6.074,45,0
26.0,6.512,104,1
26.0,6.668,29,0
29.0,6.521,27,0
31.0,7.396,34,1
32.0,5.5,40,0
32.0,5.625,36,0
32.0,5.875,46,0
32.0,6.375,135,3
33.0,6.5,30,0
32.0,6.75,127,2
31.0,7.95,27,0
32.0,5.5,35,0
32.0,5.625,29,0
31.0,5.875,25,0
31.0,6.375,74,0
31.0,6.75,36,1
31.0,6.75,74,1
31.0,6.492,43,0
30.0,7.107,48,1
30.0,6.636,30,0
30.0,7.14,46,2
30.0,7.171,30,2
30.0,7.177,27,0
30.0,7.65,26,1
30.0,6.64,29,1
31.0,7.396,28,0
31.0,6.582,57,0
31.0,6.934,44,1
30.0,6.961,41,1
29.0,6.486,52,0
29.0,6.852,46,0
28.0,5.944,48,0
28.0,6.33,57,0
27.0,6.041,48,0
27.0,6.437,99,2
28.0,6.731,86,0
29.0,7.147,46,0
28.0,6.972,42,1
28.0,7.475,100,0
28.0,7.935,61,0
27.0,6.207,56,0
28.0,6.731,107,0
27.0,6.208,54,2
28.0,6.682,42,1
28.0,6.102,199,0
27.0,7.529,36,0
27.0,6.734,62,0
27.0,6.747,40,0
26.0,6.5,67,0
27.0,7.472,60,2
27.0,7.492,74,0
27.0,7.977,36,0
26.0,6.64,39,0
27.0,6.152,173,0
26.0,7.437,83,0
27.0,6.235,27,1
27.0,6.83,26,0
26.0,6.5,93,0
26.0,6.75,72,0
26.0,6.746,29,0
26.0,7.972,45,0
26.0,8.016,27,0
26.0,7.454,179,2
26.0,7.482,26,1
26.0,6.993,121,3
25.0,5.9,34,1
26.0,5.75,106,0
26.0,6.5,46,1
25.0,5.9,30,0
25.0,6.577,112,0
25.0,6.973,101,0
25.0,7.475,57,0
25.0,7.432,194,2
25.0,6.21,94,1
25.0,7.465,29,0
25.0,7.507,34,0
24.0,7.017,28,0
25.0,7.502,25,0
23.0,7.824,30,0
24.0,7.838,29,1
24.0,7.769,35,0
27.0,7.838,33,0
27.0,7.877,26,0
28.0,7.903,33,0
31.0,7.0,45,1
31.0,7.541,38,0
30.0,7.25,37,0
31.0,7.0,37,0
29.0,7.5,30,0
30.0,7.497,31,0
29.0,7.5,34,0
29.0,7.375,34,0
29.0,6.981,34,0
31.0,6.0,86,1
30.0,6.375,35,0
30.0,6.5,57,1
29.0,6.375,32,0
29.0,6.5,39,0
27.0,6.0,35,0
28.0,6.125,40,0
27.0,6.0,106,0
26.0,6.25,25,0
26.0,6.0,33,0
26.0,6.25,51,1
30.0,7.051,40,0
30.0,7.545,25,0
30.0,7.057,26,0
30.0,7.554,27,0
30.0,7.538,31,1
29.0,7.08,40,0
29.0,7.555,26,0
29.0,6.548,34,3
29.0,7.06,29,1
29.0,6.576,33,1
28.0,6.552,25,0
29.0,7.072,38,0
29.0,7.577,31,3
28.0,6.585,28,0
28.0,6.581,32,0
28.0,6.586,31,1
29.0,7.084,25,0
28.0,6.577,35,3
29.0,7.582,34,1
28.0,6.574,29,1
28.0,6.06,54,1
28.0,6.579,25,0
27.0,6.532,25,0
28.0,6.526,32,0
27.0,6.578,26,0
31.0,5.5,51,0
31.0,5.875,39,1
31.0,6.375,52,0
31.0,6.75,50,0
30.0,8.009,35,1
31.0,8.452,33,4
31.0,6.496,37,2
30.0,6.625,33,0
30.0,6.609,26,0
30.0,7.13,29,1
30.0,7.15,32,2
30.0,7.184,29,0
30.0,6.677,27,0
29.0,6.677,25,0
29.0,6.654,39,0
28.0,6.693,46,0
28.0,7.06,26,0
28.0,6.511,40,1
28.0,5.91,30,1
27.0,5.503,31,0
29.0,7.465,28,1
29.0,6.987,25,1
31.0,6.968,70,1
30.0,7.445,133,2
30.0,7.814,44,2
29.0,6.89,35,0
30.0,7.557,36,0
30.0,7.979,98,1
30.0,7.437,31,1
30.0,7.75,27,1
30.0,7.5,29,2
31.0,6.375,36,0
30.0,7.0,25,1
30.0,6.994,27,0
29.0,7.48,128,2
30.0,7.823,32,0
29.0,7.59,53,2
29.0,7.925,34,1
31.0,6.88,67,0
31.0,7.381,36,1
29.0,6.664,47,1
29.0,7.137,35,1
29.0,6.625,28,0
29.0,6.731,29,0
29.0,6.684,32,1
29.0,6.681,37,0
29.0,6.666,28,0
29.0,7.166,33,0
29.0,6.681,28,0
29.0,6.116,45,1
29.0,6.672,40,0
29.0,6.125,55,1
29.0,6.129,43,0
29.0,6.142,47,1
29.0,6.66,33,0
29.0,6.684,47,0
29.0,6.673,138,1
27.0,6.072,34,0
25.0,7.008,31,0
28.0,6.712,27,1
27.0,6.206,55,1
27.0,6.732,48,2
29.0,7.08,25,0
29.0,6.495,29,1
29.0,6.49,26,0
29.0,6.848,26,0
29.0,7.096,29,1
29.0,7.025,32,1
29.0,7.089,37,0
29.0,7.01,32,0
29.0,6.969,57,1
29.0,7.021,36,0
29.0,7.059,40,2
29.0,7.415,26,0
29.0,7.508,36,3
29.0,7.476,32,1
29.0,6.966,25,1
28.0,5.958,58,0
28.0,6.356,27,1
29.0,6.521,40,0
29.0,7.059,34,0
29.0,7.007,38,0
29.0,6.984,25,0
29.0,6.829,52,3
29.0,6.896,37,1
28.0,5.994,45,0
28.0,6.998,28,1
29.0,6.982,33,2
28.0,6.872,29,2
28.0,5.901,43,0
28.0,6.499,27,0
28.0,6.352,27,1
28.0,6.481,40,0
28.0,6.457,47,0
28.0,6.469,45,1
28.0,6.458,47,0
28.0,6.487,34,0
28.0,6.364,27,0
28.0,7.004,29,0
28.0,6.9,38,0
28.0,6.933,50,0
28.0,6.926,30,0
28.0,6.88,61,1
28.0,6.817,45,3
28.0,6.799,39,1
28.0,6.362,26,0
28.0,6.369,27,0
24.0,6.375,29,0
24.0,6.0,38,0
23.0,7.19,25,1
23.0,6.679,39,3
24.0,6.669,26,2
24.0,7.488,46,0
24.0,7.439,200,0
24.0,7.469,63,1
24.0,7.493,36,0
24.0,7.509,36,0
23.0,6.0,36,0
24.0,6.927,38,0
24.0,6.949,73,1
24.0,6.59,94,2
24.0,6.978,90,1
24.0,6.229,35,0
24.0,7.942,37,0
24.0,6.983,34,0
24.0,7.482,39,0
23.0,6.375,33,0
23.0,7.0,73,0
22.0,6.75,28,0
23.0,6.0,40,0
23.0,6.25,31,1
30.0,7.964,58,1
30.0,5.5,93,1
30.0,5.875,61,0
31.0,6.375,25,0
31.0,6.75,32,0
29.0,7.478,38,0
29.0,7.586,40,1
29.0,5.5,29,0
28.0,6.648,26,0
28.0,7.156,26,0
28.0,7.174,30,0
29.0,6.119,34,1
29.0,6.138,29,0
29.0,6.649,28,0
29.0,6.663,30,0
29.0,6.68,27,0
29.0,7.141,34,0
29.0,6.181,64,0
29.0,6.672,27,0
28.0,6.156,36,0
28.0,6.682,30,1
28.0,6.163,114,0
28.0,6.171,26,0
26.0,6.072,40,0
29.0,6.625,51,0
29.0,7.483,27,1
29.0,5.5,34,0
28.0,5.75,30,0
28.0,6.875,45,0
27.0,6.001,44,0
28.0,5.949,28,0
28.0,5.979,27,0
29.0,5.94,44,0
28.0,5.917,48,1
28.0,5.921,43,1
29.0,6.47,31,2
27.0,5.983,67,2
28.0,6.452,30,2
29.0,6.424,25,0
28.0,6.164,46,2
28.0,6.699,62,2
28.0,6.708,33,0
28.0,6.71,26,0
27.0,6.195,49,1
27.0,6.198,55,0
27.0,6.21,46,2
27.0,6.188,26,0
27.0,6.166,30,0
28.0,7.093,34,1
27.0,6.014,73,1
26.0,6.006,42,2
26.0,5.966,49,1
27.0,5.997,70,0
27.0,6.999,25,1
27.0,7.049,30,0
27.0,6.508,30,0
27.0,6.514,25,0
26.0,5.994,33,3
27.0,6.003,47,0
27.0,5.976,50,1
27.0,6.97,36,3
27.0,6.483,27,1
27.0,5.961,62,0
27.0,5.511,41,0
28.0,7.01,27,0
28.0,5.949,34,0
27.0,6.633,35,0
27.0,6.099,34,0
28.0,6.055,52,0
29.0,8.031,50,3
29.0,8.089,54,0
28.0,6.975,31,0
28.0,7.471,87,2
28.0,8.023,72,3
23.0,6.954,76,1
23.0,7.439,90,0
23.0,6.979,108,0
23.0,7.443,131,1
22.0,6.692,30,2
23.0,6.979,77,0
23.0,7.477,247,2
23.0,7.915,25,0
23.0,6.617,197,1
23.0,6.209,45,0
22.0,6.75,125,0
22.0,6.0,25,0
22.0,6.75,135,1
21.0,6.715,28,0
22.0,7.423,47,0
22.0,7.419,288,1
22.0,7.804,38,0
24.0,7.333,32,0
22.0,6.295,26,0
28.0,5.68,29,1
28.0,5.695,39,0
28.0,5.689,44,1
28.0,6.17,53,0
28.0,6.172,119,1
28.0,6.208,25,1
28.0,6.191,37,0
28.0,6.178,34,0
28.0,6.18,41,0
28.0,6.169,53,1
28.0,6.716,37,2
28.0,6.676,27,1
28.0,5.686,30,0
28.0,5.683,28,0
28.0,6.683,28,0
28.0,5.664,26,1
28.0,6.146,33,0
28.0,6.184,144,0
28.0,6.735,26,1
28.0,6.696,27,0
27.0,6.118,52,0
27.0,6.171,30,0
27.0,6.139,26,1
26.0,6.178,25,3
26.0,6.705,25,0
28.0,6.5,29,0
27.0,6.5,55,1
26.0,6.5,31,0
29.0,6.75,50,0
30.0,7.0,30,0
28.0,6.57,27,0
28.0,6.965,53,2
29.0,7.437,41,0
27.0,7.125,30,1
28.0,7.267,31,0
27.0,7.078,74,1
27.0,6.443,90,3
27.0,6.882,35,0
27.0,7.085,94,2
27.0,7.125,39,0
27.0,6.5,29,0
26.0,6.753,34,0
26.0,6.0,30,0
27.0,6.125,84,0
26.0,6.0,29,0
26.0,6.437,113,1
26.0,6.449,30,1
26.0,6.866,31,0
26.0,6.0,25,0
26.0,7.034,41,0
26.0,7.067,29,1
26.0,7.027,31,1
26.0,7.045,90,1
26.0,7.283,29,0
25.0,6.75,47,0
26.0,6.0,70,0
25.0,6.521,103,1
25.0,6.526,26,1
25.0,6.891,72,1
24.0,6.13,29,0
25.0,7.057,49,3
25.0,7.271,35,1
25.0,6.979,124,2
25.0,6.0,30,0
25.0,6.0,26,0
24.0,6.975,81,0
24.0,6.995,25,1
24.0,7.31,28,2
24.0,7.052,34,0
24.0,7.013,27,0
23.0,7.125,37,0
24.0,6.0,67,1
24.0,6.375,59,0
28.0,7.046,33,1
28.0,5.75,26,0
28.0,6.875,34,1
28.0,7.03,39,0
28.0,6.166,97,2
27.0,5.697,38,1
27.0,6.184,32,0
27.0,6.173,38,1
27.0,6.17,30,0
27.0,5.708,29,1
27.0,5.681,44,0
27.0,5.68,35,0
27.0,6.196,44,1
27.0,6.201,36,0
27.0,6.205,66,0
27.0,6.719,55,1
26.0,6.725,61,1
26.0,7.224,36,4
26.0,6.711,63,1
26.0,7.232,46,3
25.0,6.421,36,0
26.0,6.75,27,0
26.0,6.75,41,0
24.0,6.75,31,0
24.0,6.75,36,0
23.0,6.75,28,0
22.0,6.75,45,0
22.0,6.25,26,0
21.0,6.75,41,0
20.0,6.25,36,1
20.0,6.75,48,0
19.0,6.25,27,0
25.0,6.614,32,1
25.0,6.663,48,0
25.0,6.509,36,1
25.0,6.141,30,0
25.0,6.973,26,0
25.0,6.653,51,0
25.0,6.646,104,0
24.0,6.942,25,1
25.0,6.08,46,0
25.0,6.652,31,2
25.0,6.668,27,0
24.0,6.505,84,0
25.0,6.65,80,1
24.0,7.035,47,3
24.0,7.074,25,1
25.0,6.09,66,1
25.0,6.147,70,1
25.0,6.139,64,1
25.0,6.604,49,0
24.0,7.027,32,1
25.0,6.681,38,0
25.0,6.143,78,3
24.0,6.03,41,0
24.0,7.034,28,0
24.0,7.318,36,0
24.0,7.311,28,1
24.0,7.326,39,0
24.0,6.466,32,0
24.0,6.659,57,1
24.0,6.172,32,1
24.0,6.149,35,0
24.0,6.111,31,0
24.0,6.909,53,1
24.0,7.036,31,0
25.0,6.571,40,1
24.0,6.918,43,2
24.0,7.374,26,0
24.0,7.266,38,0
24.0,7.32,53,2
24.0,7.318,31,0
24.0,6.634,37,0
24.0,6.961,51,2
24.0,6.627,43,0
24.0,6.505,40,0
24.0,6.606,40,0
24.0,6.592,87,5
24.0,7.032,25,1
26.0,6.558,28,0
26.0,7.087,26,0
26.0,6.586,34,1
26.0,6.446,33,0
26.0,6.673,33,3
26.0,6.185,34,0
26.0,6.192,27,1
26.0,7.003,41,1
26.0,6.513,46,0
27.0,6.663,32,0
26.0,6.626,29,2
26.0,6.182,63,1
26.0,6.154,39,0
27.0,5.695,27,0
27.0,6.101,26,1
26.0,6.135,43,0
26.0,6.156,42,1
27.0,6.147,27,0
26.0,6.194,41,1
26.0,6.584,32,1
26.0,6.16,25,0
26.0,6.168,30,1
26.0,6.574,53,0
26.0,6.568,27,0
26.0,6.977,29,0
26.0,7.058,28,0
26.0,6.548,37,0
26.0,6.613,50,1
26.0,6.668,43,2
26.0,6.692,52,0
26.0,6.642,66,3
26.0,6.607,66,1
26.0,6.668,40,1
26.0,6.664,40,2
26.0,6.673,50,1
26.0,6.616,74,3
26.0,6.481,63,0
26.0,6.483,63,1
26.0,6.647,48,0
26.0,6.633,26,0
26.0,6.644,30,1
26.0,6.619,32,1
26.0,6.629,27,2
26.0,6.136,72,0
26.0,6.152,72,0
26.0,6.063,27,1
26.0,6.167,32,0
26.0,6.147,26,0
26.0,5.641,25,2
26.0,6.167,41,0
26.0,6.148,39,1
25.0,6.973,49,0
26.0,6.497,97,2
26.0,6.56,31,1
26.0,6.149,37,0
26.0,6.157,48,1
25.0,6.657,37,1
26.0,6.511,35,1
25.0,6.575,32,0
26.0,5.655,43,2
26.0,6.051,28,0
26.0,6.069,28,0
25.0,6.119,55,1
28.0,6.383,26,0
28.0,6.382,38,0
28.0,6.453,44,0
28.0,6.406,32,0
28.0,6.322,51,1
27.0,6.396,30,5
28.0,6.851,30,0
28.0,6.831,26,1
28.0,6.847,31,0
28.0,6.805,36,0
28.0,6.815,29,0
27.0,6.324,30,0
27.0,6.295,48,0
27.0,6.889,32,0
27.0,6.941,26,1
27.0,5.536,42,0
27.0,5.899,168,0
27.0,6.397,45,0
27.0,5.951,56,0
27.0,5.978,42,2
27.0,5.942,37,0
27.0,5.93,49,0
27.0,5.934,51,1
27.0,6.05,97,0
27.0,6.454,34,1
27.0,6.333,43,1
27.0,6.418,30,0
27.0,6.412,39,0
27.0,6.376,54,0
27.0,6.369,55,1
27.0,6.436,41,0
27.0,6.897,34,1
27.0,6.864,34,1
27.0,6.9,38,0
27.0,6.855,25,0
27.0,5.984,42,0
27.0,5.931,36,2
27.0,5.958,32,2
27.0,5.923,35,0
27.0,5.918,63,0
27.0,6.45,41,0
27.0,6.392,60,0
27.0,6.351,37,0
27.0,6.353,49,0
27.0,6.326,52,0
27.0,6.316,53,0
27.0,6.363,132,2
27.0,7.037,25,0
27.0,6.892,31,1
27.0,6.912,28,0
27.0,6.899,38,0
27.0,6.827,47,0
27.0,6.879,26,0
26.0,6.348,62,1
26.0,6.377,25,0
26.0,6.468,31,0
26.0,6.406,47,1
26.0,6.439,33,0
26.0,6.428,32,1
26.0,6.397,41,0
26.0,6.337,30,0
26.0,6.883,25,0
26.0,6.933,32,0
26.0,6.875,33,3
26.0,5.995,58,0
26.0,5.939,38,0
26.0,5.963,38,1
26.0,5.918,27,0
26.0,5.957,25,0
26.0,5.944,81,0
26.0,6.485,29,0
26.0,6.507,36,2
26.0,6.431,34,0
26.0,6.363,38,0
26.0,6.381,55,1
26.0,6.884,38,1
26.0,6.811,26,1
26.0,6.391,46,0
26.0,6.352,40,0
26.0,6.5,32,0
26.0,6.487,25,0
26.0,6.497,39,0
26.0,6.413,26,0
27.0,6.686,51,0
27.0,6.686,29,0
28.0,6.672,77,3
27.0,6.673,36,0
27.0,6.685,35,0
27.0,6.195,25,0
27.0,6.199,46,0
27.0,6.21,31,0
27.0,6.2,25,0
27.0,6.207,35,0
27.0,6.224,25,0
27.0,6.183,34,0
27.0,6.203,30,0
27.0,6.23,52,3
27.0,6.692,25,1
27.0,5.676,47,0
27.0,5.672,38,0
27.0,6.184,33,0
27.0,5.651,30,0
27.0,5.688,29,0
27.0,5.681,31,0
27.0,6.179,85,1
27.0,6.197,34,0
27.0,6.174,30,0
27.0,6.666,35,0
27.0,6.699,33,0
27.0,6.681,25,0
27.0,6.198,30,0
27.0,6.175,28,0
27.0,6.197,25,0
27.0,6.697,58,1
26.0,6.171,32,2
26.0,6.594,25,0
26.0,6.599,100,1
27.0,6.007,66,0
28.0,6.875,49,0
27.0,7.08,61,0
27.0,6.875,30,0
27.0,7.058,34,0
22.0,6.949,44,0
22.0,6.944,154,3
22.0,7.455,50,1
22.0,7.437,34,0
22.0,7.457,30,0
22.0,6.59,155,0
21.0,6.208,66,0
21.0,6.75,112,1
21.0,6.75,130,0
22.0,6.0,26,0
21.0,6.616,28,0
21.0,6.75,166,0
21.0,5.75,25,0
21.0,6.625,59,0
21.0,6.75,191,0
26.0,6.079,28,0
26.0,6.716,25,1
27.0,6.719,25,0
26.0,6.445,26,0
24.0,7.08,55,1
26.0,7.046,53,0
24.0,7.036,25,0
25.0,5.96,48,0
24.0,7.04,32,1
25.0,7.077,37,2
24.0,6.998,27,0
25.0,7.052,31,0
26.0,7.008,53,1
26.0,7.033,37,1
25.0,5.969,43,2
26.0,6.501,26,0
24.0,6.643,55,1
24.0,6.641,27,0
23.0,6.703,46,1
23.0,6.655,41,0
23.0,6.697,35,1
23.0,6.153,34,1
23.0,6.69,25,1
23.0,6.658,34,1
23.0,6.158,28,0
23.0,6.691,28,0
27.0,5.992,42,0
26.0,5.992,29,0
26.0,6.57,30,0
26.0,7.01,33,2
26.0,6.563,26,0
27.0,6.875,32,0
28.0,6.889,27,1
27.0,6.75,37,0
26.0,6.75,43,0
27.0,6.821,38,0
26.0,6.919,28,0
26.0,6.75,59,0
25.0,6.75,117,1
26.0,6.886,44,1
25.0,6.75,63,0
25.0,6.75,78,2
27.0,6.194,35,0
27.0,6.229,35,0
27.0,6.21,47,0
27.0,6.707,54,2
26.0,6.685,99,0
27.0,6.666,60,2
26.0,6.681,31,0
26.0,6.161,55,0
26.0,6.21,31,0
26.0,6.207,63,2
26.0,6.185,52,3
26.0,6.203,51,3
26.0,6.222,31,0
26.0,6.714,28,0
26.0,6.679,25,0
26.0,6.695,34,0
26.0,6.534,36,0
26.0,6.696,30,0
26.0,6.685,33,1
26.0,6.706,37,0
26.0,7.159,26,0
26.0,7.173,35,4
26.0,6.684,34,0
26.0,6.167,42,0
26.0,6.707,35,2
26.0,6.699,47,1
