wala,wac,n0,k_term
270.0,6.0,57.0,54
269.0,5.5,182.0,174
270.0,6.0,332.0,318
270.0,6.5,289.0,282
270.0,6.5,82.0,79
269.0,6.0,89.0,88
269.0,5.5,56.0,54
270.0,6.0,42.0,42
270.0,6.5,1151.0,1127
270.0,7.0,115.0,113
270.0,6.0,293.0,281
270.0,6.5,425.0,411
269.0,7.0,60.0,59
271.0,5.0,159.0,152
270.0,5.5,1836.0,1755
270.0,6.0,3826.0,3725
270.0,6.5,1801.0,1777
269.0,7.0,36.0,36
269.0,6.5,40.0,37
269.0,6.0,1920.0,1865
270.0,5.5,1134.0,1092
270.0,5.0,89.0,80
272.0,6.0,74.0,72
269.0,7.0,60.0,59
269.0,6.0,170.0,158
269.0,7.0,68.0,67
270.0,6.5,296.0,293
270.0,6.006,1407.0,1360
269.0,6.032,940.0,908
266.0,6.0,29.0,29
267.0,6.5,34.0,33
270.0,6.5,136.0,133
269.0,6.0,61.0,61
269.0,6.5,77.0,77
270.0,5.5,153.0,140
269.0,6.0,405.0,389
269.0,6.5,182.0,182
269.0,7.0,36.0,36
269.0,6.5,29.0,28
269.0,6.0,53.0,51
272.0,5.0,74.0,65
269.0,5.5,1733.0,1682
269.0,6.0,5027.0,4761
269.0,6.5,1065.0,1043
269.0,6.5,950.0,926
269.0,6.0,406.0,389
269.0,6.5,309.0,303
272.0,7.0,48.0,48
268.0,6.5,311.0,305
268.0,7.0,83.0,83
268.0,6.5,324.0,317
268.0,6.0,224.0,221
269.0,7.5,41.0,41
269.0,6.5,504.0,471
268.0,6.0,1827.0,1677
269.0,5.5,770.0,743
268.0,5.5,180.0,164
268.0,6.0,301.0,290
268.0,6.5,121.0,112
268.0,6.0,170.0,165
268.0,6.0,69.0,64
270.0,6.5,88.0,86
267.0,6.5,31.0,31
269.0,6.0,72.0,70
267.0,6.5,28.0,26
271.0,5.0,90.0,80
269.0,5.5,1250.0,1183
268.0,6.0,3675.0,3429
268.0,6.5,839.0,809
267.0,7.0,37.0,37
268.0,6.0,1624.0,1556
268.0,6.5,1183.0,1155
268.0,6.0,388.0,374
268.0,6.5,464.0,453
282.0,7.0,28.0,28
267.0,7.0,34.0,34
267.0,6.5,203.0,197
267.0,6.0,180.0,170
267.0,6.5,331.0,319
267.0,6.0,551.0,544
268.0,6.0,32.0,30
267.0,7.5,64.0,63
267.0,6.5,376.0,366
267.0,6.0,1146.0,1106
267.0,5.5,294.0,278
267.0,6.0,176.0,162
268.0,6.5,62.0,60
267.0,6.0,40.0,39
268.0,6.0,147.0,140
268.0,6.5,180.0,173
268.0,5.5,514.0,489
267.0,6.0,2064.0,2035
268.0,6.5,586.0,573
266.0,5.5,28.0,27
265.0,6.0,38.0,37
268.0,6.0,302.0,287
267.0,6.5,173.0,172
267.0,6.0,138.0,138
267.0,6.5,136.0,127
267.0,6.0,72.0,70
267.0,6.5,88.0,86
267.0,6.0,1229.0,1204
267.0,6.5,752.0,722
268.0,7.0,65.0,65
267.0,6.0,398.0,386
267.0,6.5,311.0,302
269.0,5.0,27.0,25
267.0,5.5,1092.0,1001
267.0,6.0,3035.0,2973
267.0,6.5,594.0,584
266.0,6.5,128.0,125
266.0,6.0,340.0,329
267.0,6.5,110.0,110
266.0,6.0,143.0,135
266.0,6.0,674.0,667
267.0,5.5,180.0,170
267.0,6.0,100.0,95
265.0,6.5,42.0,42
266.0,6.0,100.0,95
266.0,6.5,59.0,58
266.0,5.5,164.0,153
266.0,6.0,222.0,215
267.0,6.5,92.0,90
265.0,7.0,27.0,27
242.0,6.5,40.0,38
235.0,7.0,82.0,78
243.0,6.5,61.0,56
243.0,6.0,41.0,40
266.0,5.5,3057.0,2906
266.0,6.0,3479.0,3434
265.0,6.5,517.0,501
268.0,7.0,50.0,50
266.0,6.0,1530.0,1502
267.0,6.5,513.0,481
266.0,6.0,595.0,575
266.0,6.5,364.0,350
264.0,5.5,32.0,30
264.0,6.0,177.0,169
265.0,6.0,94.0,90
265.0,6.5,58.0,57
265.0,5.5,177.0,164
264.0,6.0,145.0,141
265.0,6.5,49.0,49
265.0,6.0,235.0,230
265.0,6.5,118.0,118
266.0,6.0,642.0,619
266.0,6.5,178.0,174
267.0,5.0,54.0,50
265.0,5.5,695.0,677
265.0,6.0,835.0,814
267.0,6.5,132.0,130
243.0,6.0,546.0,532
264.0,5.5,36.0,33
265.0,6.0,83.0,80
264.0,6.5,42.0,40
266.0,7.5,32.0,30
264.0,5.5,45.0,44
264.0,6.0,280.0,272
265.0,6.5,81.0,80
264.0,5.5,530.0,494
264.0,6.0,641.0,599
264.0,6.5,95.0,93
264.0,5.5,107.0,105
265.0,6.0,178.0,176
264.0,5.5,647.0,632
264.0,6.0,526.0,519
264.0,7.0,29.0,29
191.0,5.0,139.0,124
191.0,5.0,69.0,65
265.0,5.5,698.0,655
243.0,6.5,231.0,221
264.0,5.5,42.0,40
263.0,6.0,65.0,64
264.0,5.5,46.0,43
264.0,6.0,84.0,83
263.0,5.5,59.0,56
263.0,6.0,185.0,179
265.0,6.5,45.0,45
263.0,5.5,266.0,255
263.0,6.0,403.0,397
263.0,6.0,127.0,125
263.0,5.0,110.0,104
263.0,5.5,602.0,579
264.0,6.0,290.0,272
262.0,5.5,48.0,47
262.0,6.0,71.0,67
262.0,5.5,81.0,75
263.0,6.0,83.0,81
262.0,6.0,220.0,210
262.0,6.5,126.0,122
262.0,5.0,49.0,44
263.0,5.5,1339.0,1248
262.0,6.0,1454.0,1412
262.0,6.5,325.0,318
262.0,7.0,51.0,51
261.0,6.5,35.0,33
262.0,6.0,140.0,137
261.0,6.5,191.0,189
261.0,7.0,27.0,25
261.0,6.0,68.0,66
261.0,6.5,171.0,168
261.0,7.0,54.0,53
261.0,5.5,242.0,234
261.0,6.0,523.0,501
261.0,6.5,1146.0,1116
260.0,6.5,31.0,31
261.0,6.5,72.0,69
260.0,6.5,135.0,133
261.0,7.0,29.0,28
260.0,6.5,180.0,178
260.0,7.0,39.0,38
261.0,6.0,93.0,88
260.0,6.5,175.0,167
260.0,7.0,25.0,24
260.0,5.5,67.0,67
260.0,6.0,272.0,264
260.0,6.5,917.0,902
260.0,7.0,67.0,67
259.0,6.5,63.0,62
260.0,6.0,37.0,37
260.0,6.5,79.0,74
259.0,6.0,135.0,131
260.0,6.5,226.0,217
260.0,6.0,47.0,45
259.0,6.5,163.0,160
260.0,6.0,99.0,97
259.0,6.5,186.0,182
259.0,5.5,54.0,51
264.0,5.5,248.0,245
265.0,6.0,514.0,503
266.0,6.5,362.0,353
264.0,5.5,757.0,726
265.0,6.0,710.0,694
264.0,6.5,164.0,154
265.0,5.5,619.0,599
265.0,6.0,1626.0,1584
265.0,6.5,420.0,408
265.0,5.0,50.0,47
264.0,5.5,1873.0,1828
265.0,6.0,1782.0,1738
265.0,6.5,273.0,265
264.0,5.5,1020.0,986
264.0,5.5,39.0,37
264.0,6.0,135.0,126
263.0,6.5,27.0,26
263.0,5.5,66.0,65
264.0,6.0,142.0,139
264.0,6.5,42.0,42
264.0,5.5,181.0,172
264.0,6.0,172.0,169
264.0,5.5,259.0,248
264.0,6.0,473.0,465
264.0,6.5,182.0,181
263.0,5.5,677.0,645
264.0,6.0,718.0,699
264.0,5.5,1033.0,1015
264.0,6.0,1348.0,1318
264.0,6.5,214.0,204
263.0,5.0,314.0,291
264.0,5.5,2011.0,1883
264.0,6.0,1194.0,1158
263.0,6.5,128.0,126
263.0,6.5,95.0,91
262.0,5.5,83.0,81
264.0,6.5,96.0,93
263.0,5.5,231.0,208
262.0,6.5,58.0,56
263.0,6.0,773.0,740
262.0,6.5,383.0,375
263.0,5.0,274.0,261
263.0,5.5,5145.0,4929
263.0,6.0,4549.0,4443
263.0,6.5,1188.0,1163
262.0,6.0,68.0,67
262.0,7.0,29.0,29
262.0,5.5,210.0,202
262.0,6.0,473.0,466
262.0,7.0,68.0,66
263.0,5.5,59.0,54
262.0,6.0,310.0,306
262.0,6.5,694.0,669
261.0,7.0,82.0,79
262.0,5.0,54.0,54
259.0,6.0,510.0,494
259.0,6.5,533.0,525
258.0,6.0,56.0,53
262.0,6.5,26.0,25
258.0,6.0,175.0,170
259.0,6.5,94.0,91
258.0,7.0,41.0,40
258.0,6.0,65.0,60
258.0,6.5,121.0,117
259.0,6.0,167.0,161
258.0,6.5,122.0,118
258.0,6.0,778.0,751
259.0,6.5,302.0,299
258.0,7.0,33.0,32
257.0,6.0,36.0,33
257.0,6.5,31.0,31
257.0,6.0,61.0,60
258.0,6.0,142.0,127
257.0,6.5,35.0,35
258.0,6.0,101.0,101
257.0,6.5,87.0,83
258.0,6.0,191.0,185
257.0,6.5,60.0,57
257.0,5.5,157.0,148
257.0,6.0,670.0,660
257.0,6.5,170.0,165
257.0,7.0,46.0,45
257.0,6.5,59.0,57
257.0,6.5,46.0,46
257.0,6.0,92.0,91
256.0,6.5,34.0,33
257.0,5.5,27.0,24
256.0,6.0,144.0,141
257.0,5.5,199.0,176
256.0,6.0,423.0,411
258.0,6.5,52.0,49
256.0,7.0,33.0,33
241.0,6.5,33.0,32
252.0,6.5,45.0,41
253.0,6.0,149.0,147
253.0,6.5,50.0,49
252.0,5.0,29.0,29
253.0,5.5,563.0,536
254.0,6.0,377.0,350
263.0,5.5,1019.0,957
262.0,6.0,2728.0,2620
262.0,6.5,2731.0,2668
261.0,7.0,265.0,261
261.0,6.5,98.0,98
260.0,7.0,39.0,39
262.0,5.5,25.0,25
261.0,6.5,211.0,207
261.0,7.0,66.0,65
262.0,5.5,35.0,33
261.0,6.0,83.0,81
261.0,6.5,201.0,192
261.0,6.0,122.0,121
260.0,6.5,519.0,506
261.0,7.0,92.0,89
262.0,5.5,42.0,42
261.0,6.0,311.0,297
260.0,6.5,1057.0,1019
261.0,7.0,168.0,165
263.0,5.5,196.0,188
261.0,6.0,923.0,892
261.0,6.5,2070.0,2036
260.0,7.0,255.0,250
260.0,6.0,56.0,51
260.0,6.5,175.0,171
260.0,6.0,99.0,96
260.0,6.5,320.0,307
261.0,7.0,67.0,66
260.0,6.0,163.0,157
260.0,6.5,287.0,275
260.0,6.0,173.0,172
260.0,6.5,470.0,446
259.0,7.0,41.0,40
260.0,6.0,764.0,740
260.0,6.5,888.0,860
260.0,7.0,129.0,129
259.0,5.5,169.0,167
260.0,6.0,1145.0,1103
260.0,6.5,1625.0,1577
260.0,7.0,113.0,113
259.0,6.0,82.0,80
258.0,6.5,169.0,165
259.0,6.0,213.0,208
259.0,6.5,163.0,154
259.0,7.0,31.0,31
259.0,5.5,150.0,144
258.0,6.0,234.0,227
258.0,6.5,212.0,208
258.0,6.0,303.0,292
259.0,6.5,358.0,350
258.0,7.0,31.0,30
259.0,6.0,716.0,698
259.0,6.5,518.0,493
259.0,7.0,81.0,79
259.0,5.5,523.0,493
258.0,6.0,1763.0,1670
259.0,6.5,945.0,928
258.0,6.0,422.0,408
257.0,6.0,118.0,115
258.0,6.5,107.0,106
257.0,5.5,27.0,26
258.0,6.0,55.0,53
258.0,6.5,96.0,93
258.0,5.5,116.0,109
258.0,6.0,413.0,384
258.0,6.5,163.0,155
257.0,5.5,63.0,59
257.0,6.0,361.0,335
258.0,6.5,216.0,206
258.0,7.0,35.0,35
257.0,5.5,174.0,164
257.0,6.0,182.0,171
258.0,6.5,206.0,202
258.0,5.0,41.0,40
257.0,5.5,830.0,799
258.0,6.0,1670.0,1610
259.0,6.5,606.0,594
257.0,6.5,375.0,368
257.0,6.0,161.0,145
256.0,6.5,29.0,29
257.0,5.5,44.0,43
257.0,6.0,184.0,180
256.0,5.5,222.0,214
257.0,6.0,340.0,329
257.0,6.5,69.0,66
257.0,7.0,44.0,41
257.0,5.5,91.0,87
257.0,6.0,401.0,390
257.0,6.5,107.0,106
257.0,5.5,254.0,238
257.0,6.0,573.0,551
259.0,6.5,107.0,105
256.0,5.0,119.0,111
257.0,5.5,1292.0,1230
256.0,6.0,1645.0,1560
257.0,6.5,277.0,275
256.0,7.0,67.0,67
241.0,6.5,45.0,45
241.0,6.0,29.0,26
241.0,6.5,63.0,60
241.0,6.0,72.0,67
241.0,6.5,54.0,53
264.0,6.0,27.0,25
278.0,6.0,105.0,103
277.0,6.0,237.0,230
277.0,6.0,108.0,105
277.0,6.0,179.0,174
276.0,6.0,152.0,149
275.0,6.0,87.0,79
275.0,6.0,163.0,156
274.0,6.0,78.0,72
270.0,6.5,31.0,29
268.0,6.5,80.0,80
268.0,6.5,122.0,116
267.0,6.5,25.0,25
268.0,6.5,34.0,33
282.0,6.5,61.0,61
278.0,6.0,104.0,102
277.0,6.0,177.0,170
277.0,6.5,32.0,32
276.0,6.0,44.0,42
276.0,6.0,76.0,73
277.0,5.5,33.0,32
276.0,6.0,380.0,364
276.0,6.5,45.0,45
275.0,5.5,27.0,27
275.0,6.0,154.0,153
275.0,5.5,40.0,38
275.0,6.0,217.0,212
275.0,6.0,37.0,36
276.0,6.5,55.0,54
275.0,6.0,33.0,33
275.0,6.0,38.0,34
274.0,5.5,72.0,71
275.0,5.5,35.0,33
274.0,6.0,275.0,266
274.0,6.5,129.0,128
263.0,6.5,70.0,69
263.0,5.5,61.0,58
273.0,5.5,100.0,93
273.0,5.5,40.0,38
273.0,6.0,101.0,97
273.0,5.5,180.0,177
273.0,6.0,211.0,203
273.0,6.5,43.0,43
273.0,6.0,51.0,49
272.0,5.5,82.0,77
272.0,6.0,60.0,56
272.0,5.5,194.0,178
272.0,6.0,84.0,79
263.0,6.5,30.0,29
242.0,5.5,366.0,338
241.0,5.5,67.0,66
241.0,5.5,54.0,51
240.0,6.0,934.0,918
241.0,6.0,283.0,263
241.0,6.5,311.0,302
240.0,6.5,238.0,234
241.0,6.5,70.0,68
240.0,7.0,28.0,28
241.0,6.0,128.0,122
241.0,6.5,153.0,149
226.0,5.19,65.0,60
240.0,5.5,162.0,150
240.0,5.5,66.0,64
240.0,5.5,48.0,47
241.0,6.0,662.0,607
241.0,6.0,145.0,141
239.0,7.0,162.0,158
240.0,6.0,306.0,299
239.0,6.0,38.0,37
240.0,6.5,480.0,459
240.0,6.5,327.0,319
240.0,6.5,186.0,180
240.0,6.5,83.0,80
239.0,6.0,954.0,912
242.0,5.75,40.0,38
241.0,5.75,31.0,29
239.0,5.99,30.0,30
278.0,6.0,71.0,68
278.0,6.0,100.0,100
278.0,6.0,63.0,62
278.0,6.0,96.0,90
277.0,6.0,94.0,87
276.0,5.5,68.0,66
277.0,6.0,109.0,101
277.0,6.5,68.0,66
276.0,6.0,90.0,88
276.0,6.0,87.0,86
276.0,6.0,90.0,89
276.0,5.5,57.0,53
276.0,5.5,69.0,65
276.0,6.0,101.0,99
275.0,6.0,74.0,72
276.0,5.5,73.0,66
275.0,5.5,84.0,83
275.0,6.0,93.0,86
275.0,6.0,104.0,103
275.0,6.0,28.0,28
274.0,5.5,74.0,68
274.0,5.5,84.0,82
274.0,6.0,88.0,83
274.0,6.0,40.0,36
274.0,5.0,32.0,32
249.0,5.5,28.0,28
247.0,5.5,47.0,43
246.0,5.5,40.0,38
243.0,6.0,29.0,28
242.0,6.0,39.0,36
236.0,6.5,51.0,50
235.0,6.5,27.0,26
233.0,6.5,25.0,25
232.0,6.0,32.0,32
231.0,6.0,39.0,38
230.0,6.0,49.0,44
228.0,6.0,39.0,37
227.0,6.0,68.0,66
227.0,6.5,27.0,27
226.0,6.0,28.0,28
223.0,6.5,28.0,28
278.0,6.5,27.0,27
277.0,6.0,25.0,24
276.0,6.0,68.0,65
276.0,6.5,72.0,72
276.0,6.0,68.0,60
280.0,6.5,71.0,70
275.0,6.5,65.0,65
275.0,6.0,96.0,94
274.0,6.5,74.0,70
274.0,6.0,41.0,39
274.0,5.5,33.0,30
274.0,6.0,59.0,57
274.0,6.5,33.0,31
273.0,5.5,42.0,38
273.0,6.0,27.0,25
272.0,6.0,46.0,43
272.0,5.5,43.0,42
272.0,6.0,70.0,66
271.0,6.0,35.0,35
269.0,6.0,37.0,36
268.0,6.0,27.0,26
269.0,6.5,52.0,52
268.0,7.0,41.0,41
267.0,6.5,26.0,26
267.0,6.5,45.0,45
266.0,6.5,56.0,52
264.0,6.0,123.0,118
264.0,6.5,52.0,49
263.0,6.0,58.0,57
263.0,6.5,65.0,61
261.0,6.5,50.0,46
258.0,6.0,45.0,41
257.0,6.0,34.0,33
192.0,5.5,41.0,40
191.0,5.5,48.0,46
190.0,5.5,36.0,34
189.0,5.5,30.0,27
278.0,6.0,206.0,198
278.0,6.0,229.0,223
277.0,6.0,169.0,162
278.0,6.0,151.0,146
278.0,6.0,200.0,198
277.0,6.5,85.0,84
277.0,6.0,109.0,109
277.0,6.0,177.0,174
277.0,6.0,100.0,98
277.0,6.0,153.0,147
277.0,5.5,76.0,66
277.0,6.0,175.0,166
277.0,6.5,130.0,122
276.0,6.0,76.0,72
276.0,6.5,33.0,31
276.0,5.5,308.0,295
276.0,6.0,183.0,180
276.0,6.0,97.0,95
276.0,6.0,191.0,180
277.0,6.0,124.0,120
272.0,5.5,338.0,330
272.0,5.5,147.0,130
272.0,5.0,123.0,109
272.0,5.5,96.0,94
272.0,6.0,168.0,162
272.0,5.5,597.0,531
272.0,5.5,226.0,221
272.0,5.5,108.0,106
273.0,6.25,65.0,64
272.0,6.0,74.0,69
272.0,6.5,40.0,40
273.0,6.0,75.0,71
272.0,5.5,305.0,292
272.0,5.5,44.0,37
272.0,5.0,99.0,93
272.0,5.5,26.0,25
272.0,6.0,61.0,61
272.0,5.5,399.0,379
271.0,6.5,61.0,58
273.0,6.0,70.0,68
272.0,5.5,161.0,151
272.0,5.5,169.0,160
272.0,5.0,94.0,92
271.0,5.5,83.0,81
271.0,7.0,52.0,52
271.0,6.5,225.0,221
271.0,6.5,169.0,168
271.0,6.0,178.0,173
271.0,6.0,141.0,136
271.0,5.5,256.0,255
271.0,5.5,102.0,94
271.0,5.0,48.0,45
271.0,5.5,28.0,27
270.0,6.5,213.0,208
271.0,6.5,105.0,102
272.0,5.5,46.0,44
271.0,6.0,91.0,88
271.0,5.5,28.0,26
270.0,6.5,107.0,106
271.0,6.0,65.0,62
271.0,5.5,41.0,39
270.0,6.5,30.0,29
271.0,6.0,40.0,40
270.0,5.5,38.0,37
271.0,6.0,84.0,81
270.0,6.5,64.0,62
270.0,6.5,102.0,98
270.0,6.5,153.0,151
270.0,6.0,55.0,52
270.0,6.0,42.0,41
270.0,6.0,59.0,51
273.0,4.75,25.0,22
275.0,4.875,33.0,30
274.0,5.0,29.0,29
270.0,6.5,129.0,125
269.0,6.5,79.0,74
269.0,6.0,92.0,89
269.0,6.0,49.0,46
269.0,6.5,47.0,46
269.0,6.0,29.0,27
269.0,6.5,27.0,26
269.0,6.0,30.0,30
269.0,6.5,43.0,43
269.0,6.5,39.0,38
269.0,6.0,127.0,126
269.0,6.0,45.0,42
269.0,6.5,49.0,49
269.0,6.0,32.0,31
268.0,6.5,94.0,93
268.0,6.5,97.0,96
268.0,6.0,99.0,95
268.0,6.0,48.0,47
268.0,6.5,39.0,39
300.0,7.0,62.0,62
268.0,6.0,196.0,191
268.0,6.0,80.0,73
268.0,5.5,31.0,30
269.0,6.0,86.0,84
267.0,6.5,77.0,73
268.0,6.0,66.0,64
268.0,6.0,33.0,32
267.0,6.0,64.0,63
267.0,6.0,30.0,28
267.0,6.5,37.0,35
267.0,6.0,87.0,84
267.0,6.0,49.0,49
269.0,5.5,29.0,27
267.0,6.0,39.0,38
266.0,6.0,57.0,57
266.0,6.0,94.0,88
266.0,6.5,49.0,46
266.0,6.0,74.0,71
266.0,6.0,48.0,46
266.0,5.5,64.0,61
266.0,6.0,53.0,51
266.0,6.0,34.0,34
265.0,6.0,59.0,57
265.0,6.0,133.0,132
293.0,6.5,54.0,54
265.0,6.0,193.0,183
265.0,5.5,41.0,39
265.0,6.0,52.0,51
265.0,5.5,32.0,31
264.0,6.0,54.0,52
272.0,6.0,218.0,214
272.0,6.5,99.0,96
273.0,6.5,37.0,36
272.0,5.5,181.0,161
272.0,6.0,189.0,175
270.0,7.0,83.0,81
272.0,6.0,31.0,29
271.0,6.5,269.0,255
273.0,5.5,28.0,27
270.0,6.5,31.0,30
271.0,5.5,93.0,90
270.0,7.0,139.0,135
271.0,6.0,204.0,200
270.0,6.5,207.0,202
268.0,6.0,65.0,63
269.0,7.0,96.0,95
268.0,6.5,32.0,32
268.0,6.5,217.0,216
270.0,6.5,26.0,26
269.0,6.0,108.0,106
268.0,6.5,34.0,31
269.0,7.0,42.0,42
267.0,6.5,32.0,31
267.0,6.5,187.0,183
268.0,6.0,113.0,107
265.0,6.5,243.0,238
266.0,6.5,35.0,34
265.0,6.0,82.0,78
267.0,7.0,47.0,46
266.0,6.5,26.0,25
266.0,6.5,38.0,36
264.0,6.0,164.0,157
265.0,6.5,171.0,168
265.0,6.5,51.0,51
264.0,6.5,25.0,24
275.0,6.0,55.0,55
274.0,6.0,106.0,103
273.0,5.5,107.0,100
273.0,6.0,32.0,30
273.0,5.5,77.0,73
259.0,6.5,29.0,29
271.0,5.5,95.0,94
269.0,6.5,53.0,53
268.0,6.0,28.0,28
298.0,7.5,26.0,26
279.0,6.5,247.0,241
280.0,6.0,773.0,765
280.0,6.5,715.0,702
279.0,6.0,412.0,403
280.0,6.5,451.0,445
279.0,6.0,347.0,336
279.0,6.5,171.0,170
279.0,6.0,435.0,421
279.0,6.5,348.0,328
279.0,7.0,40.0,39
279.0,6.0,86.0,85
279.0,6.0,259.0,250
279.0,6.0,375.0,360
279.0,7.0,178.0,177
279.0,6.0,790.0,775
280.0,6.5,844.0,829
278.0,6.0,324.0,315
280.0,6.5,204.0,197
279.0,6.0,393.0,386
278.0,6.5,190.0,186
278.0,6.0,397.0,387
278.0,6.5,490.0,479
281.0,7.0,120.0,115
279.0,7.0,48.0,48
279.0,6.0,163.0,152
278.0,6.5,120.0,119
283.0,6.5,69.0,67
281.0,6.5,32.0,31
278.0,6.0,266.0,264
278.0,6.5,181.0,181
279.0,6.0,217.0,212
278.0,6.0,151.0,145
278.0,6.25,48.0,46
279.0,6.5,95.0,92
278.0,6.5,87.0,86
278.0,7.0,25.0,25
278.0,6.0,156.0,151
278.0,6.25,62.0,60
278.0,6.0,135.0,127
278.0,6.0,105.0,104
279.0,6.5,107.0,105
278.0,6.0,651.0,642
278.0,6.5,254.0,252
278.0,6.25,333.0,322
280.0,7.5,29.0,29
278.0,6.0,595.0,573
279.0,6.5,135.0,134
278.0,6.25,68.0,66
278.0,6.0,278.0,273
278.0,6.25,221.0,214
277.0,6.0,109.0,107
277.0,6.25,72.0,71
279.0,6.5,35.0,35
278.0,6.0,80.0,78
277.0,6.5,52.0,51
277.0,6.0,268.0,261
277.0,6.25,42.0,42
278.0,5.5,34.0,31
277.0,6.0,29.0,29
277.0,6.0,723.0,693
278.0,6.25,224.0,221
277.0,6.5,321.0,319
277.0,6.0,520.0,502
277.0,6.25,142.0,133
278.0,6.0,72.0,72
278.0,6.0,336.0,327
277.0,6.0,149.0,137
277.0,6.0,252.0,244
278.0,7.0,34.0,34
279.0,6.5,548.0,538
277.0,6.0,344.0,329
278.0,6.0,199.0,185
278.0,6.5,55.0,52
277.0,6.25,291.0,288
277.0,6.0,97.0,96
277.0,6.0,116.0,112
278.0,6.25,128.0,125
277.0,6.5,82.0,80
278.0,6.0,570.0,558
279.0,6.5,413.0,411
277.0,6.0,374.0,366
279.0,6.1,29.0,29
281.0,6.1,27.0,26
279.0,6.1,27.0,27
277.0,6.24,28.0,28
278.0,6.27,55.0,54
277.0,6.27,96.0,95
277.0,6.5,346.0,333
277.0,6.0,810.0,777
277.0,6.0,279.0,274
277.0,6.0,2033.0,1971
276.0,5.5,105.0,101
276.0,5.5,32.0,30
276.0,5.5,323.0,308
276.0,6.0,763.0,731
276.0,6.0,279.0,262
276.0,6.0,1787.0,1735
277.0,6.5,266.0,264
276.0,6.0,235.0,225
275.0,5.5,113.0,107
275.0,5.5,61.0,60
275.0,5.5,469.0,447
275.0,6.5,105.0,105
275.0,6.0,687.0,664
275.0,6.0,201.0,198
275.0,6.0,1161.0,1098
274.0,5.5,28.0,26
274.0,5.5,159.0,147
274.0,5.5,60.0,56
274.0,5.5,584.0,536
275.0,6.0,259.0,248
274.0,6.0,387.0,369
274.0,6.0,131.0,128
274.0,6.0,872.0,850
273.0,5.5,129.0,122
273.0,5.5,260.0,252
273.0,5.5,1546.0,1503
273.0,5.5,597.0,588
274.0,6.0,85.0,84
274.0,6.0,52.0,51
273.0,6.0,210.0,204
274.0,6.0,281.0,270
273.0,5.0,146.0,140
273.0,5.5,104.0,102
273.0,6.0,276.0,267
272.0,6.0,69.0,66
273.0,6.0,278.0,266
272.0,5.5,619.0,592
272.0,5.5,2900.0,2732
272.0,5.5,408.0,401
272.0,5.0,673.0,612
271.0,5.5,578.0,560
271.0,5.5,2206.0,2134
271.0,5.5,295.0,277
271.0,6.5,563.0,554
271.0,6.5,52.0,52
271.0,6.0,781.0,736
271.0,6.0,340.0,331
271.0,6.0,132.0,130
272.0,5.0,321.0,296
270.0,6.5,1091.0,1072
271.0,6.5,167.0,164
271.0,5.0,44.0,40
270.0,5.5,49.0,49
270.0,5.5,166.0,160
270.0,5.5,647.0,638
270.0,6.0,119.0,115
270.0,6.0,335.0,321
270.0,6.0,736.0,714
324.0,7.0,105.0,105
275.0,6.0,36.0,35
276.0,6.0,32.0,31
277.0,6.0,82.0,79
277.0,6.0,74.0,71
276.0,6.0,58.0,54
276.0,6.0,36.0,36
276.0,6.0,36.0,34
276.0,6.0,47.0,44
276.0,6.0,48.0,45
276.0,6.0,51.0,49
275.0,6.0,31.0,31
275.0,6.0,74.0,67
236.0,7.0,48.0,46
234.0,6.5,50.0,50
234.0,7.0,62.0,61
232.0,6.5,53.0,52
231.0,6.5,59.0,57
226.0,6.5,94.0,93
225.0,7.0,40.0,38
224.0,7.0,61.0,59
222.0,7.0,35.0,34
268.0,6.0,61.0,61
267.0,6.0,50.0,47
266.0,6.0,57.0,55
265.0,6.0,62.0,61
267.0,5.95,30.0,28
264.0,6.0,52.0,51
283.0,5.4,31.0,27
265.0,6.5,32.0,31
262.0,6.5,32.0,30
263.0,5.95,28.0,28
263.0,5.5,34.0,34
261.0,5.95,60.0,58
260.0,6.5,30.0,30
261.0,5.95,29.0,29
260.0,5.95,31.0,30
260.0,5.95,31.0,29
259.0,5.95,35.0,33
259.0,5.95,40.0,38
258.0,6.5,26.0,25
259.0,5.95,29.0,28
259.0,5.95,27.0,26
257.0,6.5,25.0,25
258.0,5.95,31.0,29
276.0,6.5,51.0,50
276.0,6.0,38.0,36
276.0,6.0,34.0,32
276.0,6.5,29.0,29
275.0,6.0,45.0,45
275.0,6.0,32.0,31
274.0,6.5,37.0,36
274.0,6.0,35.0,32
273.0,6.0,30.0,29
273.0,6.0,29.0,27
276.0,5.5,26.0,25
276.0,5.75,29.0,28
276.0,6.0,62.0,58
275.0,5.5,79.0,74
274.0,6.0,26.0,23
274.0,5.5,61.0,60
274.0,5.5,99.0,97
273.0,5.5,36.0,35
273.0,5.5,41.0,40
273.0,5.5,27.0,27
272.0,5.125,62.0,59
272.0,5.125,66.0,64
273.0,5.5,35.0,33
271.0,5.125,32.0,32
271.0,5.125,57.0,52
270.0,5.625,41.0,39
270.0,5.625,37.0,34
269.0,5.625,58.0,56
239.0,6.0,302.0,291
239.0,6.0,135.0,128
239.0,6.0,27.0,26
239.0,6.5,1179.0,1139
239.0,6.5,618.0,588
239.0,6.5,255.0,243
243.0,5.5,267.0,247
241.0,5.5,61.0,59
239.0,5.5,36.0,34
239.0,7.0,431.0,419
238.0,7.0,158.0,153
238.0,6.5,120.0,116
239.0,5.5,42.0,40
238.0,6.5,1019.0,986
238.0,6.5,395.0,382
238.0,6.5,174.0,167
